,Unnamed: 0,loan_amnt,funded_amnt,funded_amnt_inv,int_rate,installment,annual_inc,dti,delinq_2yrs,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_amnt,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,loan_status_dv
total_pymnt_inv,0.327933275,0.659246335,0.659246335,0.659131019,0.097712351,0.658874943,0.219197324,-0.003693672,0.017720948,0.031880375,-0.031919128,-0.108115715,0.129508545,-0.017192914,0.247957424,0.163360244,0.194331631,-0.250256314,-0.250238981,0.999996684,1,0.970571643,0.690787484,0.066913326,0.006017254,0.008913691,0.593797433,-0.018865391,-0.01751939,,0.020300036,-0.012183086,0.24193838,0.006401032,0.013543051,0.020090657,0.039304465,-0.011573573,0.095868603,-0.017421322,-0.001654187,0.010268405,0.24609402,0.058558551,0.215860924,-0.021499861,0.063975444,0.0314684,0.003677746,0.182711535,0.073801092,0.129721412,-0.004646392,0.003291918,0.103665237,0.153282602,0.021607263,0.002672028,0.240281228,0.030706035,-0.032373443,-0.015766973,-0.036429588,-0.034612873,0.140068803,0.126898617,0.141168706,0.199750323,0.058681096,0.120464976,0.172717532,0.126909957,0.129042112,-0.000330288,0.016043212,-0.006511845,-0.008479924,0.053547372,0.1052244,-0.068826113,0.033551589,0.249797468,0.188694631,0.215295882,0.120327733,0.102846488
total_rec_prncp,0.349520951,0.594819728,0.594819728,0.59469898,-0.017628691,0.613702565,0.21854518,-0.024536832,0.011207155,0.020172658,-0.027134481,-0.10295375,0.119406968,-0.021275145,0.235749179,0.120443351,0.190170738,-0.320790107,-0.320771818,0.970571505,0.970571643,1,0.50473473,0.041960839,-0.085374108,-0.080841456,0.674273449,-0.021058463,-0.014472761,,0.017757463,-0.011776099,0.241734626,0.003828427,0.005862963,0.014834937,0.031238469,-0.009189382,0.08152242,-0.021864004,-0.003550188,0.00618075,0.226393632,0.023912645,0.225039036,-0.024406171,0.063378423,0.025740127,-0.004413141,0.187089703,0.104487464,0.088156129,-0.007920107,0.001743105,0.097544219,0.153185012,0.024440119,0.008359858,0.24097367,0.031357609,-0.030982536,-0.008439646,-0.035345123,-0.036045646,0.123335929,0.101974315,0.138232926,0.20249567,0.052832184,0.112397893,0.171753981,0.101584159,0.11900581,-0.001165829,0.013932853,-0.00860101,-0.015146331,0.059142875,0.066737462,-0.068466729,0.028227066,0.252819296,0.173766605,0.229179475,0.108062487,0.170595803
total_rec_int,0.181853106,0.578144218,0.578144218,0.578076171,0.40359993,0.515140405,0.130341929,0.059639428,0.027843525,0.048658984,-0.03027921,-0.079383446,0.104569562,0.003026529,0.18237517,0.226446928,0.121137183,0.100218667,0.100218283,0.690796341,0.690787484,0.50473473,1,0.101196631,0.059753695,0.059389666,0.11073339,-0.005302118,-0.016086875,,0.017551378,-0.008436187,0.142348091,0.006139545,0.034026248,0.023146949,0.04271236,-0.010683915,0.097128103,0.002583824,0.000891778,0.013947096,0.19505442,0.148814906,0.098561093,-0.003237433,0.032436857,0.030626396,0.017928423,0.094127834,-0.04939332,0.202204366,0.006748641,0.007163701,0.079180061,0.090953087,0.009869776,-0.009294471,0.137535839,0.019617571,-0.023706731,-0.025419036,-0.02545459,-0.017786223,0.133256925,0.149475637,0.090748464,0.103278882,0.050468811,0.092445137,0.098059067,0.150613452,0.104089509,0.002086047,0.0133933,0.000448026,0.006876414,0.014033049,0.177317386,-0.04192658,0.037109481,0.137297638,0.154697079,0.085457819,0.106465687,-0.032706717
total_rec_late_fee,-0.032467335,0.062007511,0.062007511,0.061976245,0.051465617,0.070941967,0.030403992,0.011587899,0.035082951,0.010027644,-0.032550633,-0.01899913,0.0076824,-0.00436711,0.031141152,0.03988365,0.012952447,-0.01407359,-0.014080762,0.066934072,0.066913326,0.041960839,0.101196631,1,0.066261883,0.065097788,-0.016667735,0.007149404,-0.018725409,,0.003690662,-0.003401292,0.032471871,0.000444491,0.016707475,0.011821163,0.014495764,-0.005008681,0.018479562,0.006918773,-9.67E-05,-0.000423923,0.025187681,0.033067259,0.006108665,-0.000444209,0.01250404,0.012692812,0.00971185,0.025033821,-0.023284261,0.036125394,-0.000917702,-0.001553374,0.007870977,0.006567753,0.000537614,-0.010037515,0.005728074,0.003188464,-0.029983,-0.011134107,-0.024738385,0.000599663,0.002727133,0.0064787,-0.004761637,-0.004374467,0.02293727,-0.005952305,-0.003931319,0.006376574,0.007682854,-0.001238295,0.005365663,0.009733717,0.009805048,-0.021381634,0.03468586,-0.010341256,0.003002591,0.029328328,0.037078184,-0.006816262,0.028222213,-0.093512786
recoveries,-0.232801991,0.098945403,0.098945403,0.098900275,0.116150741,0.101385361,0.010179357,0.023431142,0.015769164,0.03469263,-0.016087074,-0.002370082,0.022496397,0.000278004,0.02109837,0.041527799,0.034757151,-0.090151247,-0.09014128,0.006034896,0.006017254,-0.085374108,0.059753695,0.066261883,1,0.986679065,-0.069381967,0.004848926,-0.015929404,,0.011447844,-0.000490009,0.010843215,0.029231494,0.003509106,0.02770239,0.029984392,-0.017004023,0.018890231,0.019625211,0.023107498,0.027766983,0.014014414,0.031913472,0.002023323,0.012003641,0.011473187,0.027984009,0.043648344,0.002880267,-0.024922875,0.040555218,0.004480962,-0.000858989,0.009560201,0.003464914,-0.025681371,-0.03138904,0.015295995,-0.014350158,-0.000392164,-0.030536932,0.000531812,0.007258276,0.018916563,0.029288127,0.012707422,0.029737487,0.014192567,0.02339869,0.034353856,0.02993458,0.022431828,0.001599291,0.012426729,0.010009538,0.040359763,-0.000589259,0.041856854,-0.001074025,0.001156947,0.007904123,0.02529907,-0.008066093,0.020352663,-0.52124319
collection_recovery_fee,-0.224610011,0.095449881,0.095449881,0.095401034,0.109884757,0.097479748,0.00973922,0.023799444,0.014229979,0.032623411,-0.014439465,-0.002327101,0.023226693,-0.000665378,0.021449387,0.03913927,0.033810718,-0.086817746,-0.086808147,0.008933271,0.008913691,-0.080841456,0.059389666,0.065097788,0.986679065,1,-0.066881428,0.003578647,-0.011806959,,0.011350443,-0.000163251,0.011039301,0.02769299,0.003494696,0.025621819,0.028135089,-0.016266013,0.017003545,0.018417215,0.02181396,0.025958645,0.014247416,0.031559697,0.00316954,0.010791001,0.010403766,0.027291697,0.043395139,0.00259595,-0.023364409,0.038160806,0.003941258,-0.000729173,0.008997511,0.004090833,-0.02565343,-0.030817246,0.01388974,-0.014697967,0.001862248,-0.029824835,0.000343217,0.005788764,0.01912113,0.029659539,0.012827353,0.028372262,0.013955701,0.023872067,0.033694543,0.030322948,0.023163057,0.001816585,0.012093535,0.007581084,0.039299649,0.00045601,0.038907029,-0.001825023,0.000802485,0.008291764,0.025588435,-0.006823746,0.020544716,-0.501969306
last_pymnt_amnt,0.193817437,0.329679499,0.329679499,0.329654818,0.093653056,0.31853327,0.115541987,-0.014575026,0.000295105,0.045376816,0.001373132,-0.003944095,0.066122534,-0.01231954,0.104915863,0.026653734,0.136103522,-0.295377612,-0.295343546,0.593753348,0.593797433,0.674273449,0.11073339,-0.016667735,-0.069381967,-0.066881428,1,-0.012166676,0.002319179,,0.011079392,-0.004073954,0.154693879,0.03059596,0.002966805,0.054379604,0.072419243,-0.044985515,0.057211279,0.027078569,0.026183901,0.033294338,0.100146499,0.011058408,0.113726086,0.031990042,0.073452287,0.063816723,0.067220369,0.128180936,0.064900825,0.013667312,-0.00394739,-0.001033835,0.041957263,0.056762237,-0.01333146,-0.034980031,0.162572861,-0.00694199,-0.008846803,-0.041187832,-0.005205598,-0.008878232,0.035030432,0.025782042,0.065786357,0.117328136,0.060189015,0.057334586,0.10622432,0.023475613,0.065725067,-0.003448367,0.010097616,-0.005110574,0.053674453,0.03771796,0.012330465,-0.012923479,-0.004952777,0.157315797,0.099732197,0.109567917,0.070586515,0.139369023
collections_12_mths_ex_med,-0.001010808,-0.020204727,-0.020204727,-0.020215626,0.023926138,-0.015724201,-0.005636977,-0.00422536,0.06259367,0.019774516,-0.047155617,-0.035985596,0.012691104,0.009239247,-0.028721314,-0.035249622,0.009999769,-0.006405949,-0.006416118,-0.018850747,-0.018865391,-0.021058463,-0.005302118,0.007149404,0.004848926,0.003578647,-0.012166676,1,-0.141427582,,0.015868472,0.048254006,-0.007757006,0.008140874,0.013202509,-0.001215475,0.00338905,0.00056214,-0.001272091,0.001580997,0.020566877,0.026427823,-0.034648561,-0.015009436,-0.024054243,0.015275962,-0.007156641,0.017394725,0.023802434,-0.011185224,-0.014982646,-0.030560569,0.033524901,0.000238008,0.011087421,-0.008126137,-0.018020921,-0.013352532,-0.008280377,-0.010725282,-0.021899286,-0.013165305,-0.028139774,0.044219551,-0.006525297,0.005699684,0.001842342,-0.011186889,0.014168384,0.005190254,-0.000634839,-0.000350504,0.011899448,-0.002707883,0.006765502,0.095356598,0.011641826,-0.040719565,-0.034036095,-0.004242891,0.008403685,-0.007579413,-0.009203449,-0.026447508,0.006139341,-0.007619799
mths_since_last_major_derog,-0.031343498,0.013420489,0.013420489,0.013435824,-0.034504176,0.005704223,0.000623156,0.017785949,-0.441363577,-0.007055045,0.710155228,0.009608803,0.01271811,0.069986024,0.009715157,-0.012125648,-0.034827941,0.04686375,0.046857609,-0.017528161,-0.01751939,-0.014472761,-0.016086875,-0.018725409,-0.015929404,-0.011806959,0.002319179,-0.141427582,1,,-0.104244,0.052308964,-0.030038951,0.017686071,-0.020380622,0.033671492,0.061106608,-0.019090809,0.000966273,-0.002367679,0.02892414,0.088990252,0.0315831,-0.015284949,0.027110641,0.016566968,0.005539784,-0.004399566,0.122029442,-0.035577265,0.033247576,-0.005523873,-0.209112375,-0.059927576,-0.010829289,-0.011708877,-0.076985992,-0.06915592,-0.051810219,-0.086175383,0.5897633,0.019156528,0.579793557,-0.073406172,0.042276438,0.028027095,0.024876874,0.006365188,-0.021877799,0.039880708,-0.011770553,0.039819236,0.015745498,-0.088521235,-0.026007922,-0.470268249,0.056753221,0.138023755,-0.003736907,0.074417284,0.011851544,-0.03635196,-1.66E-05,0.034693138,-0.011768137,0.020029579
policy_code,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
acc_now_delinq,0.009707252,0.002491634,0.002491634,0.002495389,0.018942833,0.005294348,0.007879236,0.002366538,0.105618346,-0.004708462,-0.130873484,-0.001194575,0.013218687,-0.004866,0.001781768,-0.012211131,0.019921397,-0.022663784,-0.022659371,0.020287935,0.020300036,0.017757463,0.017551378,0.003690662,0.011447844,0.011350443,0.011079392,0.015868472,-0.104244,,1,-0.001170909,0.016105819,-0.010620257,-0.000212261,-0.009365902,-0.002758789,0.005383654,0.002004722,-0.007407297,-0.009352565,-0.00863212,-0.003227772,-0.009169854,0.004827386,-0.005943958,-0.001163803,-0.005921382,-0.006853295,0.009205784,0.000526466,-0.01665176,0.036670709,0.203593827,0.015119711,0.030812971,0.007552392,0.011231548,0.021130584,0.017988184,-0.109628978,0.006273856,-0.108424097,0.0157946,-0.007860548,0.003880423,-0.006676313,0.010155638,0.00236494,0.009778701,0.021247808,0.002989695,0.004946361,0.349715102,0.848045825,0.045436801,-0.01153506,-0.039325845,-0.012747776,-0.012406652,0.006546725,0.01879992,0.004998043,-0.004508516,0.011945242,-0.007381215
tot_coll_amt,-0.008822764,-0.023031722,-0.023031722,-0.02303618,0.011133924,-0.018976203,0.002662242,-0.010783012,-0.004440269,0.018008365,0.04103664,-0.082236067,0.002830714,0.021663869,-0.036218735,-0.03831674,0.02077542,-0.013531426,-0.013532349,-0.012175965,-0.012183086,-0.011776099,-0.008436187,-0.003401292,-0.000490009,-0.000163251,-0.004073954,0.048254006,0.052308964,,-0.001170909,1,-0.019039536,0.015766876,0.001406872,0.015051429,0.008086435,0.004182384,-2.19E-05,0.006674754,0.021217772,0.02915388,-0.044443642,-0.012126919,-0.036501453,0.023712194,0.002380393,0.02265491,0.025201239,-0.016443449,-0.022226534,-0.029778245,0.008760147,0.006081934,0.020946911,0.029641342,-0.012645004,-0.013679926,-0.000157806,-0.008243499,0.086901225,-0.020095309,0.069851982,0.12434179,-0.016849414,-0.006398131,-0.014906586,0.016522085,0.006152354,0.005888879,0.024780373,-0.005760993,0.003156107,-0.002106207,-0.001703342,-0.001644252,0.024608971,-0.065651133,-0.029862429,-0.004201138,0.0145281,-0.018670827,-0.016673491,-0.04287748,0.000536074,-0.004573746
tot_cur_bal,0.021181697,0.316404949,0.316404949,0.316415636,-0.088135065,0.287514345,0.424863746,0.023173563,0.054467622,0.02994534,-0.067792746,0.016906439,0.254265357,-0.06125909,0.451079476,0.091954961,0.316596963,0.113889374,0.113911109,0.241913785,0.24193838,0.241734626,0.142348091,0.032471871,0.010843215,0.011039301,0.154693879,-0.007757006,-0.030038951,,0.016105819,-0.019039536,1,0.085101886,0.178044799,0.135133321,0.169315048,-0.117221928,0.409802045,0.037016478,-0.025145868,-0.041357262,0.354889154,0.101113295,0.419278732,0.099610699,0.131697484,0.130011747,0.105406955,0.828707347,0.169368337,0.046352458,-0.002738614,0.021128271,0.175710422,0.190433416,0.034762123,-0.079490463,0.538283777,0.056625859,-0.045195411,-0.059122178,-0.045915899,0.007725535,0.105643548,0.105665393,0.119854834,0.135973444,0.220515839,0.099468438,0.137660563,0.105667572,0.254543754,0.006566817,0.013296043,0.006600737,0.094933708,0.009532011,0.034202154,-0.087627509,-0.002535782,0.983774601,0.538160526,0.314613101,0.432940925,0.041487553
open_acc_6m,-0.02019975,-0.033242462,-0.033242462,-0.033270138,0.126658437,-0.013829061,0.04326004,0.007185129,-0.000382972,0.432293975,0.049875858,-0.070499735,0.270230823,0.05656083,-0.027329354,-0.186756503,0.255423559,-0.057084665,-0.057091015,0.006426363,0.006401032,0.003828427,0.006139545,0.000444491,0.029231494,0.02769299,0.03059596,0.008140874,0.017686071,,-0.010620257,0.015766876,0.085101886,1,0.083882308,0.384687748,0.299180395,-0.180899777,0.115096281,0.182326585,0.627319618,0.482808617,-0.095469343,-0.043617089,0.071851659,0.172104913,0.100038746,0.324576287,0.558258151,-0.016366099,0.0987682,-0.175929658,0.005043376,-0.009324602,0.01293766,-0.015188767,-0.360192591,-0.498070739,0.05554738,-0.246454957,0.070549682,-0.31212858,0.061601765,0.078320672,0.118971249,0.190365257,0.183931014,0.189156912,0.138192988,0.263787158,0.241196452,0.18485109,0.269586523,-0.000796284,-0.009532824,0.015523978,0.730123933,-0.002597508,-0.152866395,0.057427809,0.018467405,0.08832911,0.084248654,0.043819529,0.097200154,-0.04893932
open_act_il,-0.001622228,0.031786128,0.031786128,0.03178146,0.032407827,0.028509955,0.077175778,0.132795872,0.058567729,0.036269622,-0.018058892,-0.001236598,0.52174021,-0.02561917,0.023918339,0.046350201,0.403049109,0.026483394,0.026480942,0.013542741,0.013543051,0.005862963,0.034026248,0.016707475,0.003509106,0.003494696,0.002966805,0.013202509,-0.020380622,,-0.000212261,0.001406872,0.178044799,0.083882308,1,0.279333161,0.363039411,-0.23045917,0.56321168,0.298831127,-0.02455897,-0.020025524,0.033664065,0.35755644,0.009721194,0.09437894,0.094477512,0.068659284,0.163241322,-0.02735583,-0.014149869,0.045488375,-0.003935769,-0.009787239,0.164200117,-0.067122859,-0.008601685,-0.105774988,-0.001352391,-0.009817886,-0.015379166,-0.037637118,-0.014698874,0.096393617,0.005235589,0.013036946,-0.00522984,-0.013686006,0.655377721,0.006173561,-0.003532786,0.01547816,0.523227225,-0.007795535,0.003488654,0.058335697,0.11873167,-0.007850548,0.036631891,-0.026513338,-0.011054477,0.166191828,0.488421085,0.005149824,0.563162659,-0.006385115
open_il_12m,-0.042013847,-0.004926371,-0.004926371,-0.004932015,0.141502698,0.005474841,0.089643222,0.082471023,-0.009247329,0.173497402,0.039987622,-0.003711523,0.182494236,0.045149009,-0.024294435,-0.099120275,0.258535786,-0.036684405,-0.036682964,0.020093234,0.020090657,0.014834937,0.023146949,0.011821163,0.02770239,0.025621819,0.054379604,-0.001215475,0.033671492,,-0.009365902,0.015051429,0.135133321,0.384687748,0.279333161,1,0.745619118,-0.434236291,0.300635585,0.339590977,0.071965134,0.073766007,-0.053786581,0.176221663,0.011298527,0.298385246,0.214700594,0.356877821,0.43413767,0.050643988,0.027638815,-0.098701169,-0.004235084,-0.009043132,0.035676682,-0.005783205,-0.058397036,-0.312432006,0.080542681,-0.033548445,0.057456217,-0.20105856,0.061412667,0.043410821,-0.03336286,-0.008239828,0.006507972,0.031120485,0.34312284,0.033482469,0.050539741,-0.010182252,0.182732948,-0.006303269,-0.007374728,0.001208465,0.558702475,0.021075978,-0.081970915,0.04789232,0.01554643,0.128822568,0.244013683,-0.014051881,0.285076931,-0.044046577
open_il_24m,-0.020089014,0.018989841,0.018989841,0.018985578,0.13880125,0.026598753,0.11607202,0.120861918,-0.015700809,0.144894451,0.047423738,0.012227747,0.251979743,0.046878381,-0.010109441,-0.07424835,0.354215047,-0.02348989,-0.023488597,0.039301228,0.039304465,0.031238469,0.04271236,0.014495764,0.029984392,0.028135089,0.072419243,0.00338905,0.061106608,,-0.002758789,0.008086435,0.169315048,0.299180395,0.363039411,0.745619118,1,-0.482288793,0.370993006,0.317527529,0.060973957,0.085917383,-0.041341887,0.20033563,0.022877099,0.390271196,0.277686637,0.280358392,0.569303546,0.05321442,0.029137643,-0.071954193,0.000411453,-0.01053184,0.048044939,-0.007429748,-0.065888182,-0.289232533,0.105001508,-0.043285006,0.072208471,-0.137445865,0.068164128,0.043530163,-0.015693433,0.013503821,0.019774451,0.049132749,0.464951498,0.061846363,0.074966799,0.016674849,0.252699029,-0.000608845,-0.002549833,-0.013619115,0.428100287,0.04521104,-0.064691925,0.059380192,0.009941429,0.165822485,0.311350832,-0.004950098,0.37398338,-0.04152953
mths_since_rcnt_il,0.007291297,-0.010400215,-0.010400215,-0.010391393,-0.074883472,-0.014238176,-0.078030278,-0.108562565,0.000637852,-0.089509118,-0.000867995,-0.020403939,-0.159818915,-0.025335951,0.012441294,0.069783168,-0.192788477,0.00585513,0.00586492,-0.011570784,-0.011573573,-0.009189382,-0.010683915,-0.005008681,-0.017004023,-0.016266013,-0.044985515,0.00056214,-0.019090809,,0.005383654,0.004182384,-0.117221928,-0.180899777,-0.23045917,-0.434236291,-0.482288793,1,-0.248704017,-0.32013815,-0.026840262,-0.045586419,0.030944177,-0.130821798,-0.017673094,-0.223478536,-0.144377015,-0.200031575,-0.282016452,-0.03704403,-0.027343824,0.064338884,-0.001867727,0.017549276,0.08065889,0.039392297,0.05524064,0.329768442,-0.06130053,0.050451058,-0.007229144,0.115893208,-0.012212744,-0.003160042,0.012650326,-0.002510958,-0.018674255,-0.028354529,-0.247480427,-0.037395863,-0.043580426,0.000444898,-0.160087393,0.003584206,0.00460795,0.008259693,-0.245121042,-0.050777514,0.061150616,-0.043534378,0.002655322,-0.119479164,-0.205693751,-0.002148297,-0.270026866,0.021000467
total_bal_il,-0.00566726,0.151179324,0.151179324,0.151182263,0.034863806,0.139095655,0.208044765,0.145651812,0.042378571,0.060840845,-0.00563867,-0.012304713,0.349128879,-0.006364072,0.113539209,0.040465704,0.424753589,0.087060797,0.087062833,0.095851426,0.095868603,0.08152242,0.097128103,0.018479562,0.018890231,0.017003545,0.057211279,-0.001272091,0.000966273,,0.002004722,-2.19E-05,0.409802045,0.115096281,0.56321168,0.300635585,0.370993006,-0.248704017,1,0.317678833,-0.002521888,-0.001939446,0.12179184,0.294601081,0.112340093,0.155999413,0.128570516,0.146776736,0.19018948,0.2113073,0.047470327,0.028895105,-0.004966582,-0.010296435,0.205499964,0.024176875,-0.009941094,-0.13199369,0.105306425,-0.002103579,-0.001009249,-0.072398384,0.009035598,0.076270115,0.035037887,0.044575798,0.041879558,0.04922849,0.596342733,0.050303639,0.057917031,0.046033279,0.349811895,-0.008034718,0.005180474,0.028100099,0.153871405,0.003543958,0.015665649,-0.017853282,0.009623495,0.384631057,0.899777807,0.094209779,0.95142167,-0.002699766
il_util,-0.014286235,-0.084462991,-0.084462991,-0.084485721,0.142384101,-0.077296893,-0.044124902,-0.019560414,-0.012297093,0.091881058,0.048950212,-0.072589029,0.126613052,0.029295102,-0.096347377,-0.061352455,0.114465808,-0.084899392,-0.084916192,-0.017410085,-0.017421322,-0.021864004,0.002583824,0.006918773,0.019625211,0.018417215,0.027078569,0.001580997,-0.002367679,,-0.007407297,0.006674754,0.037016478,0.182326585,0.298831127,0.339590977,0.317527529,-0.32013815,0.317678833,1,0.076085224,0.083769916,-0.10750466,0.567104371,-0.09500447,0.158492524,0.042446233,0.178036487,0.226336529,-0.00760806,-0.056673846,-0.045837803,0.006336054,-0.012987412,-0.012431652,-0.095269247,-0.067971272,-0.221395091,-0.042354495,-0.052837064,0.084702242,-0.102370877,0.067996247,0.103824575,-0.075215115,-0.051920399,-0.069532786,-0.063711703,0.241785413,-0.030373397,-0.045097583,-0.051605484,0.127947834,0.007935918,-0.009661766,0.025627293,0.235027999,-0.037066228,-0.046223611,0.032394426,0.004558926,-0.013415159,0.230181751,-0.111029288,0.163940163,-0.034852455
open_rv_12m,-0.015305236,-0.05069682,-0.05069682,-0.050722919,0.122335328,-0.023513986,-0.001738158,-0.019745767,-0.019818839,0.337453514,0.065021655,-0.100391665,0.341696469,0.075637294,-0.020286094,-0.203655502,0.244668552,-0.067297492,-0.06730899,-0.001634906,-0.001654187,-0.003550188,0.000891778,-9.67E-05,0.023107498,0.02181396,0.026183901,0.020566877,0.02892414,,-0.009352565,0.021217772,-0.025145868,0.627319618,-0.02455897,0.071965134,0.060973957,-0.026840262,-0.002521888,0.076085224,1,0.776811853,-0.110297726,-0.150689451,0.101436669,0.10141354,0.008638522,0.309489093,0.658076754,-0.137425059,0.119281562,-0.173461505,0.011716132,-0.006503407,-0.013971567,-0.042839546,-0.468857348,-0.411210922,-0.030445887,-0.357073298,0.093601479,-0.232381168,0.066153674,0.084985406,0.244040729,0.334197875,0.312726311,0.294487009,0.006710421,0.429662778,0.367230395,0.324984026,0.339904907,-0.004553767,-0.006925154,0.001002512,0.842013254,-0.002361507,-0.158173918,0.086155468,0.020195841,-0.009196395,-0.011674657,0.073648408,-0.022232077,-0.048165193
open_rv_24m,-0.020286799,-0.043075811,-0.043075811,-0.043099615,0.129425078,-0.014230637,-0.002864867,-0.001117022,-0.049291162,0.29106487,0.101538002,-0.099982503,0.453200123,0.089106682,-0.012043601,-0.22440979,0.312093023,-0.07259133,-0.072599976,0.010286766,0.010268405,0.00618075,0.013947096,-0.000423923,0.027766983,0.025958645,0.033294338,0.026427823,0.088990252,,-0.00863212,0.02915388,-0.041357262,0.482808617,-0.020025524,0.073766007,0.085917383,-0.045586419,-0.001939446,0.083769916,0.776811853,1,-0.125150699,-0.167022152,0.134911084,0.131247216,0.017689959,0.289237121,0.849174911,-0.184168702,0.14346845,-0.17976472,0.004651273,-0.009712793,-0.027972131,-0.067115881,-0.465042732,-0.36673894,-0.048812878,-0.390711942,0.137349964,-0.180940134,0.101714292,0.085318221,0.325461338,0.433414423,0.404262026,0.375760882,0.008438681,0.563910792,0.471000539,0.426743035,0.451593631,-0.00618583,-0.004887351,-0.023004202,0.661125045,0.029728296,-0.16280816,0.108336147,0.019829375,-0.020812205,-0.008346141,0.098312511,-0.022733328,-0.064616514
max_bal_bc,0.004119134,0.381271333,0.381271333,0.381270842,-0.069334208,0.360606135,0.271478224,0.105577347,-0.050569598,-0.060892067,0.015245586,0.013045408,0.127604218,-0.102158914,0.577590651,0.345504712,0.140140688,0.218356224,0.218366186,0.246069831,0.24609402,0.226393632,0.19505442,0.025187681,0.014014414,0.014247416,0.100146499,-0.034648561,0.0315831,,-0.003227772,-0.044443642,0.354889154,-0.095469343,0.033664065,-0.053786581,-0.041341887,0.030944177,0.12179184,-0.10750466,-0.110297726,-0.125150699,1,0.152925447,0.484930001,-0.085847308,-0.004122335,-0.079247717,-0.109414892,0.267348131,0.177977803,0.31297566,-0.028085566,-0.006100917,0.126863751,0.245899409,0.109451826,0.081196203,0.234742726,0.093276513,-0.027528088,0.056149347,-0.002077184,-0.113722181,0.222038293,0.136399387,0.205307497,0.186942797,0.040011808,0.09921558,0.118316914,0.133039192,0.127503679,-0.013453865,0.004508321,-0.044783921,-0.107997891,0.14125222,0.221664476,-0.130103693,-0.017277238,0.379536985,0.361192961,0.563296486,0.181474431,0.02472038
all_util,0.001570772,0.002085148,0.002085148,0.002058925,0.29289593,0.026591167,0.002751207,0.129575834,0.024715051,-0.02499024,0.017341474,-0.053065734,-0.003895082,0.004308336,0.126644921,0.671593613,0.008087444,-0.036068471,-0.036079058,0.058573664,0.058558551,0.023912645,0.148814906,0.033067259,0.031913472,0.031559697,0.011058408,-0.015009436,-0.015284949,,-0.009169854,-0.012126919,0.101113295,-0.043617089,0.35755644,0.176221663,0.20033563,-0.130821798,0.294601081,0.567104371,-0.150689451,-0.167022152,0.152925447,1,-0.222537821,0.070920614,0.052176836,0.027553405,-0.039827616,0.09670102,-0.466133476,0.608684539,-0.005106889,-0.00429206,0.060367197,-0.061674656,0.100786235,0.015564104,-0.010589972,0.091050177,0.047528542,0.018105967,0.051726142,0.090340778,-0.017278799,0.001817639,-0.200710625,-0.212986549,0.250714485,-0.229813159,-0.216142168,0.010735415,-0.00379205,-0.001091526,-0.008101175,0.033930902,-0.039414536,-0.095601779,0.500030913,-0.01132252,0.008093149,0.021043273,0.299443329,-0.275963477,0.227055428,-0.0550598
total_rev_hi_lim,-0.017423102,0.355125932,0.355125932,0.35515988,-0.198150874,0.322924243,0.321281608,0.059953009,-0.05788266,0.02764519,-0.00324839,0.035008807,0.427255393,-0.10220239,0.807024796,-0.141935672,0.342275955,0.181037796,0.18105262,0.215820154,0.215860924,0.225039036,0.098561093,0.006108665,0.002023323,0.00316954,0.113726086,-0.024054243,0.027110641,,0.004827386,-0.036501453,0.419278732,0.071851659,0.009721194,0.011298527,0.022877099,-0.017673094,0.112340093,-0.09500447,0.101436669,0.134911084,0.484930001,-0.222537821,1,-0.022720937,0.061414039,0.030746123,0.117034229,0.199203425,0.672095529,-0.187963241,-0.015230423,0.014980491,0.106084568,0.287958421,-0.063963131,-0.051819875,0.240759536,-0.058199813,-0.043145601,-0.02555863,-0.043328081,-0.108712057,0.393206654,0.365670836,0.508620002,0.43636589,0.034561076,0.4761132,0.415785237,0.365811065,0.427412829,0.002382655,0.002872025,-0.050594559,0.088039958,0.19181459,-0.156257788,-0.123969988,-0.018033086,0.508402691,0.434467362,0.810592216,0.157766731,0.045788684
